"","X","Unique.Id","indicator_id","geo_type_id","measurement_type_id","internal_id","subtopic_id","name","Measure","geo_type_name","description","geo_entity_id","geo_entity_name","year_description","data_value","lon","lat","Address","zipcode"
"107",107,411043,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",302,"Fort Greene and Brooklyn Heights (CD2)","Annual Average 2016",8.83,-73.9741874,40.6920638,"160 Washington Park, Brooklyn, NY 11205, USA","11205"
"108",108,411046,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",303,"Bedford Stuyvesant (CD3)","Annual Average 2016",8.09,-73.9417735,40.6872176,"584 Gates Ave, Brooklyn, NY 11221, USA","11221"
"109",109,411049,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",304,"Bushwick (CD4)","Annual Average 2016",8.07,-73.9170604,40.6957755,"338 Wilson Ave, Brooklyn, NY 11221, USA","11221"
"110",110,411052,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",305,"East New York and Starrett City (CD5)","Annual Average 2016",7.73,-73.880203,40.6489978,"155 Elmira Loop, Brooklyn, NY 11239, USA","11239"
"111",111,411055,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",306,"Park Slope and Carroll Gardens (CD6)","Annual Average 2016",8.86,-73.9814228,40.6710672,"374 4th St, Brooklyn, NY 11215, USA","11215"
"112",112,411058,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",307,"Sunset Park (CD7)","Annual Average 2016",8.52,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"113",113,411061,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",308,"Crown Heights and Prospect Heights (CD8)","Annual Average 2016",7.98,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"114",114,411064,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",309,"South Crown Heights and Lefferts Gardens (CD9)","Annual Average 2016",7.77,-73.9425224,40.6658465,"385 Kingston Ave, Brooklyn, NY 11225, USA","11225"
"115",115,411067,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",310,"Bay Ridge and Dyker Heights (CD10)","Annual Average 2016",7.39,-74.0074524,40.6202809,"7418 13th Ave, Brooklyn, NY 11228, USA","11228"
"116",116,411070,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",311,"Bensonhurst (CD11)","Annual Average 2016",7.03,-73.9921833,40.6139307,"7124 19th Ave, Brooklyn, NY 11204, USA","11204"
"117",117,411073,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",312,"Borough Park (CD12)","Annual Average 2016",7.49,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"118",118,411076,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",313,"Coney Island (CD13)","Annual Average 2016",6.65,-73.9748754,40.5742632,"602 Surf Ave, Brooklyn, NY 11224, USA","11224"
"119",119,411079,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",314,"Flatbush and Midwood (CD14)","Annual Average 2016",7.45,-73.96151,40.629722,"812 East 16th Street, Brooklyn, NY 11230, USA","11230"
"120",120,411082,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",315,"Sheepshead Bay (CD15)","Annual Average 2016",6.78,-73.9457538,40.5953955,"4361 Bedford Ave, Brooklyn, NY 11229, USA","11229"
"121",121,411085,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",316,"Brownsville (CD16)","Annual Average 2016",7.97,-73.9125304,40.665214,"632 Thomas S Boyland St, Brooklyn, NY 11212, USA","11212"
"122",122,411088,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",317,"East Flatbush (CD17)","Annual Average 2016",7.79,-73.9299899,40.6481656,"1011 Utica Ave, Brooklyn, NY 11203, USA","11203"
"123",123,411091,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",318,"Flatlands and Canarsie (CD18)","Annual Average 2016",7.08,-73.9032937,40.6419051,"9321 Flatlands Ave, Brooklyn, NY 11236, USA","11236"
"124",124,411094,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",401,"Long Island City and Astoria (CD1)","Annual Average 2016",7.82,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"125",125,411097,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",402,"Woodside and Sunnyside (CD2)","Annual Average 2016",9.27,-73.9036487,40.7512123,"34-21 58th St, Woodside, NY 11377, USA","11377"
"126",126,411100,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",403,"Jackson Heights (CD3)","Annual Average 2016",7.27,-73.8830701,40.7556818,"8402 Northern Blvd, Flushing, NY 11372, USA","11372"
"127",127,411103,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",404,"Elmhurst and Corona (CD4)","Annual Average 2016",7.71,-73.8801301,40.737975,"82-33 Queens Blvd, Elmhurst, NY 11373, USA","11373"
"128",128,411106,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",405,"Ridgewood and Maspeth (CD5)","Annual Average 2016",7.97,-73.9018292,40.7043986,"6708 Forest Ave, Ridgewood, NY 11385, USA","11385"
"129",129,411109,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",406,"Rego Park and Forest Hills (CD6)","Annual Average 2016",7.5,-73.8624893,40.7255722,"631-25 Alderton St, Flushing, NY 11374, USA","11374"
"130",130,411112,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",407,"Flushing and Whitestone (CD7)","Annual Average 2016",7.26,-73.833079,40.7674987,"134-27 32nd Ave, Flushing, NY 11354, USA","11354"
"131",131,411115,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",408,"Hillcrest and Fresh Meadows (CD8)","Annual Average 2016",7.01,-73.8001762,40.7229706,"168-2 Union Tpke, Jamaica, NY 11432, USA","11432"
"132",132,411118,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",409,"Kew Gardens and Woodhaven (CD9)","Annual Average 2016",7.29,-73.8272029,40.705695,"83-13 124th Pl, Jamaica, NY 11415, USA","11415"
"133",133,411121,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",410,"South Ozone Park and Howard Beach (CD10)","Annual Average 2016",6.85,-73.8124984,40.6764003,"116-16 126th St, Jamaica, NY 11420, USA","11420"
"134",134,411124,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",411,"Bayside and Little Neck (CD11)","Annual Average 2016",6.87,-73.7654367,40.7585569,"215-42 46th Ave, Flushing, NY 11361, USA","11361"
"135",135,411127,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",412,"Jamaica and Hollis (CD12)","Annual Average 2016",6.98,-73.771711,40.7102714,"187-10 Jamaica Ave, Jamaica, NY 11423, USA","11423"
"136",136,411130,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",413,"Queens Village (CD13)","Annual Average 2016",6.53,-73.7419017,40.7156628,"216-25 Hempstead Ave, Jamaica, NY 11429, USA","11429"
"137",137,411133,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",414,"Rockaway and Broad Channel (CD14)","Annual Average 2016",5.98,-73.8213213,40.6158335,"15 E 1st St, Far Rockaway, NY 11693, USA","11693"
"138",138,411136,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",501,"St. George and Stapleton (CD1)","Annual Average 2016",7.11,-74.0799469,40.6427017,"100 Belmont Pl, Staten Island, NY 10301, USA","10301"
"139",140,411142,365,17,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","CD","Neighborhood (community district)",503,"Tottenville and Great Kills (CD3)","Annual Average 2016",6.62,-74.2355404,40.5083408,"6 Kathleen Ct, Staten Island, NY 10307, USA","10307"
"140",141,410965,365,6,104,2023,122,"Fine Particulate Matter (PM2.5)","Mean","Citywide","Citywide",1,"New York City","Annual Average 2016",7.45,-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","10007"
"141",142,494962,370,1,104,2024,122,"Black Carbon","Mean","Borough","Borough",1,"Bronx","Annual Average 2016",0.92,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"142",143,494965,370,1,104,2024,122,"Black Carbon","Mean","Borough","Borough",2,"Brooklyn","Annual Average 2016",0.83,-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA","11216"
"143",144,494968,370,1,104,2024,122,"Black Carbon","Mean","Borough","Borough",3,"Manhattan","Annual Average 2016",1.24,-73.9712488,40.7830603,"225 Central Park West, New York, NY 10024, USA","10024"
"144",145,494971,370,1,104,2024,122,"Black Carbon","Mean","Borough","Borough",4,"Queens","Annual Average 2016",0.78,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"145",146,494974,370,1,104,2024,122,"Black Carbon","Mean","Borough","Borough",5,"Staten Island","Annual Average 2016",0.67,-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA","10306"
"146",147,494977,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",101,"Kingsbridge - Riverdale","Annual Average 2016",0.81,-73.9024298,40.883563,"3450 Kingsbridge Ave, Bronx, NY 10463, USA","10463"
"147",148,494980,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",102,"Northeast Bronx","Annual Average 2016",0.85,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"148",149,494983,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",103,"Fordham - Bronx Pk","Annual Average 2016",0.87,-73.8945473,40.8648137,"Poe Park, Grand Concourse bet. E. 192 St. and, E Kingsbridge Rd, Bronx, NY 10458, United States","10458"
"149",150,494986,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",104,"Pelham - Throgs Neck","Annual Average 2016",0.88,-73.8053262,40.8119378,"140 Pennyfield Ave, Bronx, NY 10465, USA","10465"
"150",151,494989,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",105,"Crotona -Tremont","Annual Average 2016",1.07,-73.8904307,40.8462275,"1975 Crotona Ave, Bronx, NY 10457, USA","10457"
"151",152,494992,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",106,"High Bridge - Morrisania","Annual Average 2016",1.03,-73.9286734,40.8367117,"1155 University Ave, Bronx, NY 10452, USA","10452"
"152",153,494995,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",107,"Hunts Point - Mott Haven","Annual Average 2016",1.03,-73.9228881,40.8091068,"236e Willis Ave, Bronx, NY 10454, USA","10454"
"153",154,494998,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",201,"Greenpoint","Annual Average 2016",1.21,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"154",155,495001,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",202,"Downtown - Heights - Slope","Annual Average 2016",1.05,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"155",156,495004,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",203,"Bedford Stuyvesant - Crown Heights","Annual Average 2016",0.84,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"156",157,495007,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",204,"East New York","Annual Average 2016",0.84,-73.8759245,40.6590529,"997 Elton St, Brooklyn, NY 11208, USA","11208"
"157",158,495010,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",205,"Sunset Park","Annual Average 2016",0.98,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"158",159,495013,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",206,"Borough Park","Annual Average 2016",0.74,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"159",160,495016,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",207,"East Flatbush - Flatbush","Annual Average 2016",0.78,-73.9486519,40.639045,"1910 Nostrand Ave, Brooklyn, NY 11226, USA","11226"
"160",161,495019,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",208,"Canarsie - Flatlands","Annual Average 2016",0.69,-73.9321664,40.6232714,"4502 Avenue L, Brooklyn, NY 11234, USA","11234"
"161",162,495022,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",209,"Bensonhurst - Bay Ridge","Annual Average 2016",0.75,-74.0298767,40.6263732,"8201 3rd Ave, Brooklyn, NY 11209, USA","11209"
"162",163,495025,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",210,"Coney Island - Sheepshead Bay","Annual Average 2016",0.66,-73.9707016,40.5755438,"145 Sea Breeze Ave, Brooklyn, NY 11224, USA","11224"
"163",164,495028,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",211,"Williamsburg - Bushwick","Annual Average 2016",0.99,-73.9570696,40.7081156,"311 Broadway, Brooklyn, NY 11211, USA","11211"
"164",165,495031,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",301,"Washington Heights","Annual Average 2016",1.01,-73.9393554,40.8417082,"3335 Broadway, New York, NY 10032, USA","10032"
"165",166,495034,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",302,"Central Harlem - Morningside Heights","Annual Average 2016",1.07,-73.9624327,40.8089564,"Mathematics Hall, 2990 Broadway, New York, NY 10027, USA","10027"
"166",167,495037,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",303,"East Harlem","Annual Average 2016",1.1,-73.9389213,40.7957399,"2237 2nd Ave, New York, NY 10029, USA","10029"
"167",168,495040,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",304,"Upper West Side","Annual Average 2016",1.14,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"168",169,495043,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",305,"Upper East Side","Annual Average 2016",1.33,-73.9565551,40.7735649,"235 E 78th St, New York, NY 10075, USA","10075"
"169",170,495046,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",306,"Chelsea - Clinton","Annual Average 2016",1.49,-73.994137,40.7620382,"645 10th Ave, New York, NY 10036, USA","10036"
"170",171,495049,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",307,"Gramercy Park - Murray Hill","Annual Average 2016",1.48,-73.9844722,40.7367783,"243 3rd Ave, New York, NY 10003, USA","10003"
"171",172,495052,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",308,"Greenwich Village - SoHo","Annual Average 2016",1.5,-74.0029883,40.723301,"501 Broome St, New York, NY 10013, USA","10013"
"172",173,495055,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",309,"Union Square - Lower East Side","Annual Average 2016",1.29,-73.9761295,40.7127869,"East River Promenade, New York, NY 10002, USA","10002"
"173",174,495058,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",310,"Lower Manhattan","Annual Average 2016",1.08,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"174",175,495061,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",401,"Long Island City - Astoria","Annual Average 2016",1.08,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"175",176,495064,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",402,"West Queens","Annual Average 2016",0.96,-73.7529749,40.7772409,"32-2 West Dr, Little Neck, NY 11363, USA","11363"
"176",177,495067,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",403,"Flushing - Clearview","Annual Average 2016",0.79,-73.777482,40.7593085,"4250 Clearview Expressway Service Road, Bayside, NY 11361, USA","11361"
"177",178,495070,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",404,"Bayside - Little Neck","Annual Average 2016",0.77,-73.739473,40.7669896,"247-21 Northern Blvd, Douglaston, NY 11363, USA","11363"
"178",179,495073,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",405,"Ridgewood - Forest Hills","Annual Average 2016",0.79,-73.8442894,40.7219087,"107-55 Queens Blvd, Forest Hills, NY 11375, USA","11375"
"179",180,495076,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",406,"Fresh Meadows","Annual Average 2016",0.77,-73.7801447,40.7335179,"73-15 192nd St, Flushing, NY 11366, USA","11366"
"180",181,495079,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",407,"Southwest Queens","Annual Average 2016",0.72,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"181",182,495082,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",408,"Jamaica","Annual Average 2016",0.76,-73.7889689,40.702677,"103-20 169th St, Jamaica, NY 11433, USA","11433"
"182",183,495085,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",409,"Southeast Queens","Annual Average 2016",0.67,-73.8398084,40.6572736,"16004 Cross Bay Blvd, Howard Beach, NY 11414, USA","11414"
"183",184,495088,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",410,"Rockaways","Annual Average 2016",0.56,-73.7977928,40.592658,"PO Box920898, Arverne, NY 11692, United States","11692"
"184",185,495091,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",501,"Port Richmond","Annual Average 2016",0.75,-74.1254641,40.6354914,"124 Bodine St, Staten Island, NY 10310, USA","10310"
"185",186,495094,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",502,"Stapleton - St. George","Annual Average 2016",0.67,-74.0783714,40.6270496,"135 Canal St, Staten Island, NY 10304, USA","10304"
"186",187,495097,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",503,"Willowbrook","Annual Average 2016",0.73,-74.1384762,40.6031598,"1038 Willowbrook Rd, Staten Island, NY 10314, USA","10314"
"187",188,495100,370,3,104,2024,122,"Black Carbon","Mean","UHF42","Neighborhood (UHF 42)",504,"South Beach - Tottenville","Annual Average 2016",0.62,-74.0668076,40.5903824,"280 Father Capodanno Blvd, Staten Island, NY 10305, USA","10305"
"188",189,495103,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",101,"Kingsbridge - Riverdale","Annual Average 2016",0.81,-73.9024298,40.883563,"3450 Kingsbridge Ave, Bronx, NY 10463, USA","10463"
"189",190,495106,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",102,"Northeast Bronx","Annual Average 2016",0.85,-73.8648268,40.8447819,"60 Metropolitan Oval, Bronx, NY 10462, USA","10462"
"190",191,495109,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",103,"Fordham - Bronx Pk","Annual Average 2016",0.87,-73.8945473,40.8648137,"Poe Park, Grand Concourse bet. E. 192 St. and, E Kingsbridge Rd, Bronx, NY 10458, United States","10458"
"191",192,495112,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",104,"Pelham - Throgs Neck","Annual Average 2016",0.88,-73.8053262,40.8119378,"140 Pennyfield Ave, Bronx, NY 10465, USA","10465"
"192",193,495115,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",201,"Greenpoint","Annual Average 2016",1.21,-73.9515032,40.7304701,"210 Greenpoint Ave, Brooklyn, NY 11222, USA","11222"
"193",194,495118,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",202,"Downtown - Heights - Slope","Annual Average 2016",1.05,-74.0006686,40.7208595,"459 Broadway, New York, NY 10013, USA","10013"
"194",195,495121,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",203,"Bedford Stuyvesant - Crown Heights","Annual Average 2016",0.84,-73.9422324,40.6694022,"792 Eastern Pkwy, Brooklyn, NY 11213, USA","11213"
"195",196,495124,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",204,"East New York","Annual Average 2016",0.84,-73.8759245,40.6590529,"997 Elton St, Brooklyn, NY 11208, USA","11208"
"196",197,495127,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",205,"Sunset Park","Annual Average 2016",0.98,-74.0157776,40.64655,"5194 3rd Ave, Brooklyn, NY 11220, USA","11220"
"197",198,495130,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",206,"Borough Park","Annual Average 2016",0.74,-73.9921028,40.6350319,"4822 13th Ave, Brooklyn, NY 11219, USA","11219"
"198",199,495133,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",207,"East Flatbush - Flatbush","Annual Average 2016",0.78,-73.9486519,40.639045,"1910 Nostrand Ave, Brooklyn, NY 11226, USA","11226"
"199",200,495136,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",208,"Canarsie - Flatlands","Annual Average 2016",0.69,-73.9321664,40.6232714,"4502 Avenue L, Brooklyn, NY 11234, USA","11234"
"200",201,495139,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",209,"Bensonhurst - Bay Ridge","Annual Average 2016",0.75,-74.0298767,40.6263732,"8201 3rd Ave, Brooklyn, NY 11209, USA","11209"
"201",202,495142,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",210,"Coney Island - Sheepshead Bay","Annual Average 2016",0.66,-73.9707016,40.5755438,"145 Sea Breeze Ave, Brooklyn, NY 11224, USA","11224"
"202",203,495145,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",211,"Williamsburg - Bushwick","Annual Average 2016",0.99,-73.9570696,40.7081156,"311 Broadway, Brooklyn, NY 11211, USA","11211"
"203",204,495148,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",301,"Washington Heights","Annual Average 2016",1.01,-73.9393554,40.8417082,"3335 Broadway, New York, NY 10032, USA","10032"
"204",205,495151,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",302,"Central Harlem - Morningside Heights","Annual Average 2016",1.07,-73.9624327,40.8089564,"Mathematics Hall, 2990 Broadway, New York, NY 10027, USA","10027"
"205",206,495154,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",303,"East Harlem","Annual Average 2016",1.1,-73.9389213,40.7957399,"2237 2nd Ave, New York, NY 10029, USA","10029"
"206",207,495157,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",304,"Upper West Side","Annual Average 2016",1.14,-73.9753676,40.7870106,"525 Amsterdam Ave, New York, NY 10024, USA","10024"
"207",208,495160,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",401,"Long Island City - Astoria","Annual Average 2016",1.08,-73.9234619,40.7643574,"3094 31st St, Astoria, NY 11102, USA","11102"
"208",209,495163,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",402,"West Queens","Annual Average 2016",0.96,-73.7529749,40.7772409,"32-2 West Dr, Little Neck, NY 11363, USA","11363"
"209",210,495166,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",403,"Flushing - Clearview","Annual Average 2016",0.79,-73.777482,40.7593085,"4250 Clearview Expressway Service Road, Bayside, NY 11361, USA","11361"
"210",211,495169,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",405,"Ridgewood - Forest Hills","Annual Average 2016",0.79,-73.8442894,40.7219087,"107-55 Queens Blvd, Forest Hills, NY 11375, USA","11375"
"211",212,495172,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",407,"Southwest Queens","Annual Average 2016",0.72,-73.7948516,40.7282239,"7424 175th St, Fresh Meadows, NY 11366, USA","11366"
"212",213,495175,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",408,"Jamaica","Annual Average 2016",0.76,-73.7889689,40.702677,"103-20 169th St, Jamaica, NY 11433, USA","11433"
"213",214,495178,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",409,"Southeast Queens","Annual Average 2016",0.67,-73.8398084,40.6572736,"16004 Cross Bay Blvd, Howard Beach, NY 11414, USA","11414"
"214",215,495181,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",410,"Rockaways","Annual Average 2016",0.56,-73.7977928,40.592658,"PO Box920898, Arverne, NY 11692, United States","11692"
"215",216,495184,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",305307,"Upper East Side-Gramercy","Annual Average 2016",1.4,-73.9582308,40.7693371,"1395 2nd Ave, New York, NY 10021, USA","10021"
"216",217,495187,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",306308,"Chelsea-Village  ","Annual Average 2016",1.49,-74.0013737,40.7465004,"404 W 23rd St, New York, NY 10011, USA","10011"
"217",218,495190,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",309310,"Union Square-Lower Manhattan","Annual Average 2016",1.23,-73.9910835,40.7358633,"97 E 15th St, New York, NY 10003, USA","10003"
"218",219,495193,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",404406,"Bayside Little Neck-Fresh Meadows","Annual Average 2016",0.77,-73.7683627,40.7601388,"214-20 Northern Blvd, Bayside, NY 11361, USA","11361"
"219",220,495196,370,4,104,2024,122,"Black Carbon","Mean","UHF34","Neighborhood (UHF 34)",501502,"Northern SI","Annual Average 2016",0.69,-74.1075022,40.6125128,"2 Dobbs Pl, Staten Island, NY 10301, USA","10301"
